Disguise;DISGUISE<br>Subskills: None<br>The Disguise Skill is used to adjust one’s own appearance to<br>avoid recognition (or to be taken for someone else). Modifiers<br>apply to Action Checks for this Skill based on the equipment (or<br>lack thereof ) that the disguising character has on hand to make<br>the change, as well as on what features and changes the character<br>is attempting to accomplish and how. The gamemaster should<br>defi ne the possible modifi ers for such an Action Check up front,<br>based on how radically the character is making his change.<br>If successful, the disguising character’s MoS applies as a penalty<br>against any Perception Skill Checks to see through the ruse. (If the<br>perceiving character also has Disguise, however, his own Disguise<br>Skill level can be applied as a bonus to the Perception Check,<br>since he will more likely recognize the tricks of the trade.) A failed<br>Disguise Check means the altered look is simply too obvious to<br>work with.<br> A successful Acting Skill Check can further enhance the<br>effectiveness of a good disguise. If a character successfully makes<br>both a Disguise and an Acting Skill Check, the MoS for both<br>Skills will apply to the perceiving character’s Perception Check to<br>penetrate the disguise.
Driving/Ground Vehicles;DRIVING<br>Subskills: Ground Vehicles, Rail Vehicles, Sea Vehicles<br> The ability to operate and drive surface-based vehicles and<br>vessels is determined by the Driving Skill. In general, Driving<br>focuses on vehicles designed to be piloted by a single driver,<br>but larger units that require multiple pilots still rely on a single<br>navigator/master driver who directs the unit’s overall motion.<br>Because all vehicles tend to vary, gamemasters may apply<br>penalties to Driving Skill Checks if the character finds himself<br>operating a vehicle or vessel that he is not accustomed to,<br>especially if the vehicle has radically different performance<br>specs from his regular ride (such as attempting to drive an<br>ultra-swift, ultra-light Savannah Master hovercraft after long<br>years behind the wheel of a large and lumbering Demolisher<br>assault tank). Because vehicles can be regarded as tactical<br>units, more detailed rules for their operation may be found<br>under the relevant movement rules chapters in Total Warfare,<br>Tactical Operations and Strategic Operations.<br>The Driving Skill broadly covers three main vehicle<br>classes in A Time of War with the following subskills: Ground<br>Vehicles, Rail Vehicles, and Sea Vehicles.<br> Ground Vehicles: Ground Vehicles include any vehicle<br>designed to operate primarily on land (or just above it), and<br>includes Combat and Support Vehicles with wheeled, tracked<br>or hover-based motive systems.
Driving/Rail Vehicles;DRIVING<br>Subskills: Ground Vehicles, Rail Vehicles, Sea Vehicles<br> The ability to operate and drive surface-based vehicles and<br>vessels is determined by the Driving Skill. In general, Driving<br>focuses on vehicles designed to be piloted by a single driver,<br>but larger units that require multiple pilots still rely on a single<br>navigator/master driver who directs the unit’s overall motion.<br>Because all vehicles tend to vary, gamemasters may apply<br>penalties to Driving Skill Checks if the character finds himself<br>operating a vehicle or vessel that he is not accustomed to,<br>especially if the vehicle has radically different performance<br>specs from his regular ride (such as attempting to drive an<br>ultra-swift, ultra-light Savannah Master hovercraft after long<br>years behind the wheel of a large and lumbering Demolisher<br>assault tank). Because vehicles can be regarded as tactical<br>units, more detailed rules for their operation may be found<br>under the relevant movement rules chapters in Total Warfare,<br>Tactical Operations and Strategic Operations.<br>The Driving Skill broadly covers three main vehicle<br>classes in A Time of War with the following subskills: Ground<br>Vehicles, Rail Vehicles, and Sea Vehicles.<br> Rail Vehicles: This specialized subskill covers all rail vehicles,<br>including conventional trains and magnetic levitation (maglev)<br>vehicles.
Driving/Sea Vehicles;DRIVING<br>Subskills: Ground Vehicles, Rail Vehicles, Sea Vehicles<br> The ability to operate and drive surface-based vehicles and<br>vessels is determined by the Driving Skill. In general, Driving<br>focuses on vehicles designed to be piloted by a single driver,<br>but larger units that require multiple pilots still rely on a single<br>navigator/master driver who directs the unit’s overall motion.<br>Because all vehicles tend to vary, gamemasters may apply<br>penalties to Driving Skill Checks if the character finds himself<br>operating a vehicle or vessel that he is not accustomed to,<br>especially if the vehicle has radically different performance<br>specs from his regular ride (such as attempting to drive an<br>ultra-swift, ultra-light Savannah Master hovercraft after long<br>years behind the wheel of a large and lumbering Demolisher<br>assault tank). Because vehicles can be regarded as tactical<br>units, more detailed rules for their operation may be found<br>under the relevant movement rules chapters in Total Warfare,<br>Tactical Operations and Strategic Operations.<br>The Driving Skill broadly covers three main vehicle<br>classes in A Time of War with the following subskills: Ground<br>Vehicles, Rail Vehicles, and Sea Vehicles.<br> Sea Vehicles: Sea Vehicles includes displacement hull,<br>hydrofoil and submersible vessels designed for operation on<br>(or under) water, and therefore covers all Combat and Support<br>Vehicles with such motive systems.
Escape Artist;ESCAPE ARTIST<br>Subskills: None<br>The Escape Artist Skill is used to defeat restraints placed on<br>the character’s person. (Locks and other devices established to<br>trap a character in—or keep the character out of—a room are<br>defeated using the Security Systems Skill.) Gamemasters may<br>modify any Escape Artist roll based on the sophistication of the<br>restraints that bind the character, as well as any tools or other<br>aids the character may be resourceful enough to obtain.<br>
Forgery;FORGERY<br>Subskills: None<br>Most modern official documents contain a number of<br>devices intended to prevent them being copied without being<br>identifi able as a copy or new product (the most eff ective being<br>the DNA-triggered verigraph, which is often used to validate<br>ComStar documents). Yet despite these efforts, the methods<br>and means to falsify such documents have also evolved, and<br>their use is covered under the Forgery Skill.<br> When attempting to create a copy of offi cial documents, a<br>character uses Forgery Skill, with a difficulty modifier based<br>on the sophistication of the document’s verification devices<br>and the tools at the character’s disposal. For example, simple<br>handwritten signatures—fairly easy to reproduce—apply<br>a minimal modifier of +0 to –1 to reproduce by hand (an<br>electronic replication may even give the character a bonus),<br>while eff orts to reproduce a verigraph may apply a more<br>extreme –4 to –6 penalty to pull off , even with sophisticated<br>electronic equipment at the forger’s disposal.<br> When attempting to determine whether a document<br>has been forged, the MoS of the forger is used as a penalty<br>against the opposing character’s Perception or Investigation<br>Skill Checks. If the perceiving character has the Forgery Skill<br>himself, that Skill’s modifi er may be applied to the effort to<br>detect the fraud. Without the Skill, however, or any other tools<br>to penetrate the ruse, additional penalties may apply to the<br>Perception or Investigation Check.
Gunnery/Aerospace;GUNNERY<br>Subskills: Aerospace, Air Vehicle, Battlesuit, Ground Vehicle,<br>’Mech, ProtoMech, Sea Vehicle, Spacecraft, Turret<br>The Gunnery Skill is used by operators of most Combat<br>Vehicles, ’Mechs, battlesuits, and aerospace units to aim and<br>fi re the unit’s onboard weaponry in combat. The modifiers<br>that apply to these Skills are described in the relevant combat<br>chapters for Total Warfare, Tactical Operations and Strategic<br>Operations (though it is important to remember that such<br>modifi ers are applied to the roll TNs in those rulebooks, while A<br>Time of War inverts the same modifi ers and applies them to the<br>Skill Check for the same outcomes). The Gunnery Skill reflects<br>the use of weapons mounted directly on a broad range of<br>units, many of which have very diff erent functional interfaces.<br>As a result, Gunnery has a number of subskills, which must be<br>specifi ed at character creation.<br> Aerospace: Gunnery/Aerospace covers the use of all<br>weapons mounted on small aerospace units, including<br>aerospace fi ghters, Small Craft and Satellite Support Vehicles.
Gunnery/Air Vehicle;GUNNERY<br>Subskills: Aerospace, Air Vehicle, Battlesuit, Ground Vehicle,<br>’Mech, ProtoMech, Sea Vehicle, Spacecraft, Turret<br>The Gunnery Skill is used by operators of most Combat<br>Vehicles, ’Mechs, battlesuits, and aerospace units to aim and<br>fi re the unit’s onboard weaponry in combat. The modifiers<br>that apply to these Skills are described in the relevant combat<br>chapters for Total Warfare, Tactical Operations and Strategic<br>Operations (though it is important to remember that such<br>modifi ers are applied to the roll TNs in those rulebooks, while A<br>Time of War inverts the same modifi ers and applies them to the<br>Skill Check for the same outcomes). The Gunnery Skill reflects<br>the use of weapons mounted directly on a broad range of<br>units, many of which have very diff erent functional interfaces.<br>As a result, Gunnery has a number of subskills, which must be<br>specifi ed at character creation.<br> Air Vehicle: Gunnery/Air Vehicle covers the use of all<br>weapons mounted on atmospheric-only units, including<br>Airship Support Vehicles, conventional fighters, VTOLs and<br>WiGE vehicles.
Gunnery/Battlesuit;GUNNERY<br>Subskills: Aerospace, Air Vehicle, Battlesuit, Ground Vehicle,<br>’Mech, ProtoMech, Sea Vehicle, Spacecraft, Turret<br>The Gunnery Skill is used by operators of most Combat<br>Vehicles, ’Mechs, battlesuits, and aerospace units to aim and<br>fi re the unit’s onboard weaponry in combat. The modifiers<br>that apply to these Skills are described in the relevant combat<br>chapters for Total Warfare, Tactical Operations and Strategic<br>Operations (though it is important to remember that such<br>modifi ers are applied to the roll TNs in those rulebooks, while A<br>Time of War inverts the same modifi ers and applies them to the<br>Skill Check for the same outcomes). The Gunnery Skill reflects<br>the use of weapons mounted directly on a broad range of<br>units, many of which have very diff erent functional interfaces.<br>As a result, Gunnery has a number of subskills, which must be<br>specifi ed at character creation.<br> Battlesuit: Gunnery/Battlesuit covers the use of<br>weapons mounted on battle armor, power armor (light),<br>and exoskeletons. (For smaller weapons carried by the suit’s<br>manipulators or armored gloves, the appropriate Small Arms<br>or Support Weapons Skill applies instead.)
Gunnery/Ground Vehicle;GUNNERY<br>Subskills: Aerospace, Air Vehicle, Battlesuit, Ground Vehicle,<br>’Mech, ProtoMech, Sea Vehicle, Spacecraft, Turret<br>The Gunnery Skill is used by operators of most Combat<br>Vehicles, ’Mechs, battlesuits, and aerospace units to aim and<br>fi re the unit’s onboard weaponry in combat. The modifiers<br>that apply to these Skills are described in the relevant combat<br>chapters for Total Warfare, Tactical Operations and Strategic<br>Operations (though it is important to remember that such<br>modifi ers are applied to the roll TNs in those rulebooks, while A<br>Time of War inverts the same modifi ers and applies them to the<br>Skill Check for the same outcomes). The Gunnery Skill reflects<br>the use of weapons mounted directly on a broad range of<br>units, many of which have very diff erent functional interfaces.<br>As a result, Gunnery has a number of subskills, which must be<br>specifi ed at character creation.<br> Ground Vehicle: Gunnery/Ground Vehicle applies to the<br>use of all weapons mounted on Combat and Support Vehicles<br>with a wheeled, tracked or hover motive system.
Gunnery/'Mech;GUNNERY<br>Subskills: Aerospace, Air Vehicle, Battlesuit, Ground Vehicle,<br>’Mech, ProtoMech, Sea Vehicle, Spacecraft, Turret<br>The Gunnery Skill is used by operators of most Combat<br>Vehicles, ’Mechs, battlesuits, and aerospace units to aim and<br>fi re the unit’s onboard weaponry in combat. The modifiers<br>that apply to these Skills are described in the relevant combat<br>chapters for Total Warfare, Tactical Operations and Strategic<br>Operations (though it is important to remember that such<br>modifi ers are applied to the roll TNs in those rulebooks, while A<br>Time of War inverts the same modifi ers and applies them to the<br>Skill Check for the same outcomes). The Gunnery Skill reflects<br>the use of weapons mounted directly on a broad range of<br>units, many of which have very diff erent functional interfaces.<br>As a result, Gunnery has a number of subskills, which must be<br>specifi ed at character creation.<br> ’Mech: Gunnery/’Mech covers the use of all weapons<br>mounted on BattleMechs and IndustrialMechs.
Gunnery/ProtoMech;GUNNERY<br>Subskills: Aerospace, Air Vehicle, Battlesuit, Ground Vehicle,<br>’Mech, ProtoMech, Sea Vehicle, Spacecraft, Turret<br>The Gunnery Skill is used by operators of most Combat<br>Vehicles, ’Mechs, battlesuits, and aerospace units to aim and<br>fi re the unit’s onboard weaponry in combat. The modifiers<br>that apply to these Skills are described in the relevant combat<br>chapters for Total Warfare, Tactical Operations and Strategic<br>Operations (though it is important to remember that such<br>modifi ers are applied to the roll TNs in those rulebooks, while A<br>Time of War inverts the same modifi ers and applies them to the<br>Skill Check for the same outcomes). The Gunnery Skill reflects<br>the use of weapons mounted directly on a broad range of<br>units, many of which have very diff erent functional interfaces.<br>As a result, Gunnery has a number of subskills, which must be<br>specifi ed at character creation.<br> ProtoMech: Gunnery/ProtoMech applies to the use of all<br>weapons mounted on ProtoMech units.
