Custom Vehicle;CUSTOM VEHICLE [VEHICLE]<br>Trait Type [TP Score]: Positive, Multiple [+1 to +6 TP]<br>A Custom Vehicle Trait applies to only one of the character’s<br>vehicles (if any), and varies with the vehicle’s technological<br>sophistication and design uniqueness. The Custom Vehicle<br>Trait applies solely to battle armor, ProtoMechs, BattleMechs,<br>IndustrialMechs, Combat Vehicles, Conventional Fighters<br>and Aerospace Fighters. Without a Custom Vehicle Trait, the<br>character’s starting vehicle (if any) is determined randomly using<br>the appropriate Affi liation column and the Random Assignment<br>Tables (see Vehicle Level, p. 128).<br> The Custom Vehicle Trait Table identifi es how the TP score<br>of this Trait aff ects the character’s available selections from<br>the appropriate vehicle type. The Random Assignment Tables<br>referenced here are located on pp. 130-135 and refl ect a sampling<br>of “stock” units in the present 3075 era by general Affiliations.<br> Gamemasters interested in reflecting greater depth in their<br>games may wish to research other vehicle designs featured in the<br>various Technical Readouts and assign vehicles by the alternate<br>non-table method noted in the Custom Vehicle Trait Table. A Clan<br>player with no Custom Vehicle Trait will receive a Random Front-<br>Line unit assignment if trueborn, or Second-Line if freeborn.
Dark Secret;DARK SECRET [CHARACTER (IDENTITY)]<br>Trait Type [TP Score]: Negative, Multiple [–1 to –5 TP]<br>A character with the Dark Secret Trait has a major<br>skeleton in his closet—a past deed, relationship or personal<br>truth he’d rather not see brought to light. The TP score for<br>this Trait indicates just how major this secret is, with a –1 TP<br>score refl ecting a fairly minor (but still character-damaging)<br>secret like lying about one’s political views or academic<br>credentials on an application, while a –5 TP secret reflects<br>a major act of treachery or a morally reprehensible crime. If<br>the secret is ever revealed, the Dark Secret Trait will become<br>a Reputation Trait of equivalent TP score for the character,<br>and will also reduce any Connections the character has by<br>half the Trait’s negative TP score (round up). For example,<br>a –3 TP Dark Secret, once revealed, reduces the character’s<br>Reputation by 3 TP and his Connections by 2 TP (3 ? 2 =<br>1.5, rounded up to 2). At the gamemaster’s discretion,<br>a particularly devastating Dark Secret can even lead to<br>additional eff ects, such as imprisonment, persecution and<br>Bloodmark Traits. A character with a Dark Secret is likely to do<br>anything in his power to ensure that the secret remains hidden<br>forever.Etc.. See p.112
Dependent;DEPENDENTS [CHARACTER (IDENTITY)]<br>Trait Type [TP Score]: Negative, Multiple [–1 to –2 TP]<br>A character with a Dependent Trait has a loved one or family<br>member (usually a spouse or children) who is very important<br>or close to the character—and who cannot defend against<br>being taken captive or threatened by potential enemies. The<br>level of this Trait refl ects the dependent’s vulnerability; a –1 TP<br>Dependent might be an adult who is mildly disabled or lacks<br>self-defense Skills, while a –2 TP Dependent refl ects a juvenile<br>or severely handicapped individual.<br> A character whose dependent is threatened (and who<br>knows of the threat) cannot function normally until that<br>dependent is out of harm’s way. To refl ect this in game play,<br>treat the eff ects of a threatened dependent as equivalent to a<br>triggered Compulsion Trait of equal TP score (see Compulsion,<br>p. 110). If multiple dependents are threatened, stack any roll<br>modifi ers applied to a maximum of –3.<br> Dependent Traits are identity-based and must be assigned<br>to one of the character’s aliases if the character has an<br>Alternate ID (see Alternate ID, p. 108). However, unlike other<br>identity-dependent character Traits, the Trait eff ects noted<br>above can apply to a character regardless of his alias (though<br>an additional +1 roll modifi er applies if the threatened<br>dependents are not associated with the character’s currently<br>active alias, refl ecting the distance the character feels from his<br>dependents when using his alternate persona).
Design Quirk;DESIGN QUIRK [VEHICLE]<br>Trait Type [TP Score]: Flexible, Multiple [–5 to +5 TP]<br>The Design Quirk Trait applies to a specific vehicle the<br>character owns, or is assigned to, rather than to the character.<br>This Trait describes extra features or fl aws that a vehicle has<br>beyond its combat statistics. These design quirks, listed in<br>the Design Quirks Trait Table (pp. 114-115), refer primarily<br>to those described on pp. 193-199 of Strategic Operations.<br>Gamemasters without access to that rulebook who wish to<br>use this Trait, or who wish to apply similar quirks to unlisted<br>units such as ProtoMechs, may instead devise an appropriate<br>feature or fl aw in the character’s vehicle based on the TP score<br>for this Trait. Positive or negative TPs of 1 or 2 reflect fairly<br>minor or limited-eff ect quirks such as sporadic sensor glitches<br>(negative TP) or small piloting bonuses that apply only in<br>certain conditions (positive TP), and so forth. TPs in the 3 to 5<br>range refl ect increasingly significant quirks like faulty power<br>systems (negative) and enhanced targeting (positive).<br>Etc... See p.113
Enemy;ENEMY [CHARACTER (IDENTITY)]<br>Trait Type [TP Score]: Negative, Multiple [–1 to –10 TP]<br>A character with an Enemy Trait has somehow attracted the<br>ire of a person or organization that has the infl uence and the<br>will to make the character’s life a living hell. Enemies of this<br>type are far more powerful than a mere childhood or academic<br>rival, though they may start out as such. To be worthy of the<br>Enemy Trait, an enemy must have a level of infl uence similar to<br>a character’s connections, but working against the character<br>rather than for him. The Trait’s TP score indicates the level of<br>the enemy’s power and influence.<br>Etc... See p.113
Except Attribute;EXCEPTIONAL ATTRIBUTE [CHARACTER]<br>Trait Type [TP Score]: Positive, Multiple [+2 TP]<br>A character with the Exceptional Attribute Trait may have an<br>Attribute value that is 1 point above the normal maximum for that<br>phenotype (see Character Maximums in the character creation<br>rules, p. 85). This Trait, however, does not actually raise the selected<br>Attribute itself or provide the Attribute at its new maximum value:<br>experience points must still be spent to accomplish that (during<br>character creation or game play).<br> Though Exceptional Attribute may be purchased multiple<br>times, only one Exceptional Attribute Trait may be applied per<br>Attribute.
Equipped;EQUIPPED [CHARACTER (IDENTITY)]<br>Trait Type [TP Score]: Flexible, Multiple [–1 to +8 TP]<br> A character with the Equipped Trait has less (or more) restricted<br>access to certain equipment during character creation. Though this<br>Trait is primarily used during character creation, the gamemaster<br>may use this level of equipment access throughout game play<br>as long as the character also has a Connections Trait of equal<br>score. This option allows the character to access the level of gear<br>represented by this Trait in game play, by identifying the related<br>connections as the character’s access to an exclusive supplier.<br> The Equipped Table outlines the character’s level of equipment<br>access based on the Trait’s TP score, refl ecting the maximum<br>equipment ratings to which a character may have access when<br>purchasing equipment in terms of Tech Level, Availability and<br>Legality (see Equipment, starting on p. 254, for more information<br>on these codes).<br> The Equipped Trait cannot be used to obtain items covered<br>by the Vehicle Trait (see p. 128). However, personal vehicles and<br>support vehicles may be obtained through this Trait.<br> Equipped Traits are identity-based and must be assigned to<br>one of the character’s aliases if the character has an Alternate<br>ID (see Alternate ID, p. 108). A character with multiple Equipped<br>Traits must distribute them among all aliases as appropriate, with<br>no more than one Equipped Trait per alias.
Extra Income;EXTRA INCOME [CHARACTER (IDENTITY)]<br>Trait Type [TP Score]: Flexible, Multiple [–10 to +10 TP]<br> A character with the Extra Income Trait receives (or pays<br>out) money on a monthly basis due to a stipend,<br>low-risk investment or personal debt beyond his<br>current employment. How much money comes in (or goes out)<br>on a monthly basis (always assessed at the start of<br>the month) depends on this Trait’s TP score as<br>defined in the Extra Income Trait Table below. Positive-TP<br>Extra Income Traits reflect a regular income, while<br>negative-TP Extra Income Traits refl ect an ongoing debt.<br> The funds are covered electronically, drawing off the<br>character’s savings regardless of his physical location.<br>However, before game play begins, the gamemaster and the<br>player of a character with Extra Income must define all<br>of the character’s Extra Income Traits, to determine what<br>cause and conditions maintain this flow of money. If<br>the Extra Income is a stipend, such funds may come with<br>conditions the character must uphold to continue receiving<br>them. In the case of a debt, a certain total balance may<br>remain outstanding (for which the debt may only be<br>covering the interest).<br>Etc...See p.117
Fast Learner;FAST LEARNER [CHARACTER]<br>Trait Type [TP Score]: Positive, Opposed [+3 TP]<br>A character with the Fast Learner Trait can pick up and<br>improve Skills faster than many other characters of<br>equal intelligence. Fast Learner reduces the experience<br>cost for Skills by 10 percent, both during character<br>generation (see p. 85) and Skill advancement (see p. 333).<br> The Slow Learner Trait opposes the Fast Learner Trait.<br>If a character with Fast Learner receives or purchases<br>Slow Learner (or vice versa), the Traits cancel each<br>other out.
Fit;FIT [CHARACTER]<br>Trait Type [TP Score]: Positive, Opposed [+2 TP]<br>A character with the Fit Trait—from either a blessed<br>metabolism or a healthy lifestyle of proper diet and<br>exercise—has excellent endurance and physical prowess<br>beyond the norm for a typical character with<br>equivalent Attributes. This Trait confers a +1 roll<br>modifier to any Attribute Check against the<br>character’s BOD or STR scores (but not to Skill<br>Checks involving those as Linked Attributes). The Fit<br>Trait also halves the character’s Fatigue (rounding<br>down) from strenuous activity such as running,<br>sprinting or lifting heavy objects (see Fatigue,<br>p. 189). Finally, characters with this Trait recover<br>an additional 2 points of Fatigue per turn.<br> The Handicap Trait (at any level) opposes the Fit<br>Trait, but unlike most Traits, Fit and Handicap do<br>not cancel each other out in their entirety.<br> Instead, the character must off set any Handicaps by<br>purchasing enough “additional” Fit Traits to balance<br>the negative TP score of all Handicaps (in essence<br>using Fit’s positive TPs to cancel out the negative<br>TPs of Handicap). Only after all such Handicaps are<br>“bought off ” in this fashion can the character<br>receive a Fit Trait (so long as the Fit Trait attains<br>its full TP score of +2). If any of the character’s<br>Handicaps are described as genetic, however, no<br>amount of Fit Trait points will cancel out the<br>disorder, and the character can never receive the<br>Fit Trait.
G-Tolerance;G-TOLERANCE [CHARACTER]<br>Trait Type [TP Score]: Positive [+1 TP]<br>A character with the G-Tolerance Trait is less aff ected by the<br>stresses of variable gravity conditions, including zero-gravity<br>operations and high-gravity maneuvers. Characters with this<br>Trait suff er half the roll modifi er s applie d fro m non-standard<br>gravity conditions and acceleration (see Planetary Conditions<br>under Special Case Rules, p. 230), as well as half the Fatigue from<br>such conditions (see Fatigue under Personal Combat, p. 189).<br> G-Tolerant aerospace pilots also apply a +1 modifi er to Piloting<br>Skill Rolls when executing high-G maneuvers (such as those<br>described on p. 78 of Total Warfare), and receive a +1 roll modifier<br>to any RFL Attribute Checks made to resist the eff ects of sudden<br>inertia (such as while onboard a DropShip attempting a sudden<br>maneuver or acceleration).
Glass Jaw;GLASS JAW [CHARACTER]<br>Trait Type [TP Score]: Negative, Opposed [–3 TP]<br>A character with the Glass Jaw Trait is far more susceptible<br>to injury than his BOD Attribute may indicate. When sustaining<br>injury of any kind, a character with Glass Jaw multiplies any<br>personal damage sustained by 1.5 (rounding up), and multiplies<br>any Fatigue suff ered from combat by 2.<br> The Toughness Trait opposes the Glass Jaw Trait. If a character<br>with Glass Jaw receives or purchases Toughness (or vice versa),<br>the Traits cancel each other out.
Good Hearing;GOOD HEARING [CHARACTER]<br>Trait Type [TP Score]: Positive [+1 TP]<br>A character with the Good Hearing Trait has better-than-average<br>hearing. This Trait applies a +1 roll modifi er to any Perception Skill<br>Checks where hearing is a factor, but has no impact on combat<br>action rolls.<br> The Poor Hearing Trait (at any level) opposes the Good Hearing<br>Trait. If a character with Good Hearing receives or purchases Poor<br>Hearing (or vice versa), the Traits cancel each other out.
Good Vision;GOOD VISION [CHARACTER]<br>Trait Type [TP Score]: Flexible, Opposed [+1 TP]<br>A character with the Good Vision Trait has better-than-average<br>visual acuity. This Trait applies a +1 roll modifi er to any Perception<br>Skill Checks where vision is a factor, but has no impact on combat<br>action rolls.<br> The Poor Vision Trait (at any level) opposes the Good Vision<br>Trait. If a character with Good Vision receives or purchases Poor<br>Vision (or vice versa), the Traits cancel each other out.
Gregarious;GREGARIOUS [CHARACTER]<br>Trait Type [TP Score]: Positive, Opposed [+1 TP]<br>A character with the Gregarious Trait has a knack for dealing<br>with people beyond what his normal CHA Attribute might indicate.<br>This Trait applies a +1 roll modifi er to any Skill Checks where social<br>interaction is a factor (at the gamemaster’s discretion).<br>The Introvert Trait opposes the Gregarious Trait. If a character<br>with Gregarious receives or purchases Introvert (or vice versa), the<br>Traits cancel each other out.
Gremlins;GREMLINS [CHARACTER]<br>Trait Type [TP Score]: Negative, Opposed [–3 TP]<br>A character with the Gremlins Trait seems to be incredibly<br>bad with machines, often to the point where anything more<br>sophisticated than a pencil may inexplicably break down or fail<br>on them at a crucial moment.<br> A character with this Trait is so bad with machines that even<br>his attempts to understand technological systems seem to bog<br>down on the intellectual level, resulting in a 10 percent increase<br>to the XP costs for raising or purchasing any Technician Skill. In<br>addition, characters with this Trait receive a –1 roll modifier for<br>using any equipment with a Tech Rating of B or higher, and suffer<br>a fumble result when using any such equipment on a natural roll<br>of 2 or 3. On a natural roll of 2, in fact, the equipment undergoes<br>a breakdown (determined by the gamemaster); weapons that<br>normally fail on such rolls get jammed or fused, requiring repairs<br>before they may be used again.<br> The Tech Empathy Trait opposes the Gremlins Trait. If a character<br>with Gremlins receives or purchases Tech Empathy (or vice versa),<br>the Traits cancel each other out.
Handicap;HANDICAP [CHARACTER]<br>Trait Type [TP Score]: Negative, Multiple, Opposed [–5 to –1 TP]<br>A character with the Handicap Trait has some kind of<br>physical or mental impairment that isn’t covered by other<br>Traits (specifi cally, Traits such as Compulsion, Glass Jaw, Lost<br>Limb, Poor Vision, Poor Hearing, Slow Learner, Thin Skinned or<br>Transit Disorientation Syndrome). The TP score for a Handicap<br>determines how detrimental it is to the character’s behavior<br>and capabilities in game play, but the cause and nature of each<br>Handicap should be thoroughly discussed between player<br>and gamemaster beforehand to get a feel for how extensive<br>and limiting it is.<br> Handicaps with a –1 or –2 TP score, for example, reflect<br>minor a? ictions such as allergies or a reduced endurance for<br>strenuous activity, while Handicaps with a –4 or –5 TP score<br>may refl ect far more extensive disabilities, like a chronic and<br>mobility-robbing disorder that requires constant medical care<br>to keep in check. The Handicap Trait Table below provides<br>basic rules and examples of how severely this Trait may affect<br>a character, but gamemasters and players should agree to the<br>overall eff ects before play begins, and may add more specific<br>limitations as well.
Illiterate;ILLITERATE [CHARACTER]<br>Trait Type [TP Score]: Negative, Opposed [–1 TP]<br>A character with the Illiterate Trait cannot read, despite<br>his level of Language Skills. This may stem from a lack of<br>proper schooling or a mild mental handicap that impairs his<br>ability to easily comprehend the written word. Characters<br>with this Trait treat all Skills where INT is a Linked Attribute<br>as an untrained Skill in game play, but only if some form<br>of reading is required to complete the action (at the<br>gamemaster’s discretion). Illiterate characters who also lack<br>the Skill in question still determine the action’s TN as normal,<br>but can only resolve it by rolling 3D6 and using the lowest<br>two dice results to complete the action. Furthermore, when<br>purchasing or improving Skills that rely on INT as a Linked<br>Attribute, or which have an Advanced training requirement<br>(CA or SA Skills), the Illiterate Trait adds 10 percent to the<br>Skill’s XP cost (round up).<br> The Illiterate Trait is not opposed by another Trait, but instead<br>is opposed by any Language Skill with a level of 4 or better. If a<br>character with Illiterate receives or improves a Language Skill to<br>level 4 or more, the Illiterate Trait is cancelled out.
Implant/Prosthetic;IMPLANT/PROSTHETIC [CHARACTER]<br>Trait Type [TP Score]: Positive, Multiple [+1 to +6 TP]<br>A character with the Implant/Prosthetic Trait has lost a limb <br>or organ, but has managed to secure a replacement before the<br>start of game play. This Trait allows the character to reduce the<br>debilitating eff ects of a Lost Limb, Poor Hearing, or Poor Vision<br>Trait, but only as well as the Implant/Prosthetic allows (as<br>indicated in the Implant/Prosthetic Trait Table). Furthermore,<br>because most prosthetics are mere replacements for the real<br>thing, and may be unplugged or damaged, should any damage<br>befall the character and aff ect these replacements, the character’s<br>healing process will require both medical and technical aid.<br>Etc.. See p.119
Impatient;IMPATIENT [CHARACTER]<br>Trait Type [TP Score]: Negative, Opposed [–1 TP]<br>A character with the Impatient Trait suff ers from a compulsive<br>inability to wait, even when it might be in the character’s best<br>interests. In game play, characters with this Trait apply a –1<br>modifi er to all rolls for Skill and Attribute Checks that require a<br>signifi cant amount of time and focus (such as any Skill or action<br>classifi ed as Complex). In addition, the character may only<br>accumulate a maximum +2 roll modifi er for Careful Aim, and may<br>gain no modifi ers for taking extra time on complex tasks.<br> The Patient Trait opposes the Impatient Trait. If a character<br>with Impatient receives or purchases Patient (or vice versa),<br>the Traits cancel each other out.
In For Life;IN FOR LIFE [CHARACTER (IDENTITY)]<br>Trait Type [TP Score]: Negative, Multiple [–3 TP]<br>A character with the In For Life Trait is (or was) a member of<br>a large and secretive organization, or is bound by oath, personal<br>honor or some other intangible means to the will of another<br>individual or group. This obligation may stem from any number<br>of sources, so it is important for the player and the gamemaster to<br>coordinate on the Trait’s origins and nature, as they may warrant<br>the creation of suitable non-player characters to whom the<br>character is beholden. Personal life debts may be tied to one (or<br>more) of the character’s connections (see the Connections Trait,<br>p. 111), for example, while an organization the character feels<br>compelled to obey might actually be represented by an enemy<br>persona (see the Enemy Trait, p. 113).<br>a character’s failure to uphold such an obligation could<br>transform the “master” into an enemy, and could even result in<br>a Bloodmark (see Bloodmark Trait, p. 109) against the character<br>if the “master” has the resources and inclination to do so.<br> In For Life Traits are identity-based and must be assigned to<br>one of the character’s aliases if the character has an Alternate<br>ID (see Alternate ID, p. 108). A character with multiple In For Life<br>Traits must distribute them among all aliases as appropriate.
Introvert;INTROVERT [CHARACTER]<br>Trait Type [TP Score]: Negative, Opposed [–1 TP]<br>A character with the Introvert Trait has difficulties dealing with<br>people beyond what his normal CHA Attribute might indicate,<br>because of innate shyness or some other social ineptitude. This<br>Trait applies a –1 roll modifi er to any Skill Checks where social<br>interaction is a factor (at the gamemaster’s discretion).<br> The Gregarious Trait opposes the Introvert Trait. If a character<br>with Introvert receives or purchases Gregarious (or vice versa),<br>the Traits cancel each other out.
Lost Limb;LOST LIMB [CHARACTER]<br>Trait Type [TP Score]: Negative, Multiple [–5 to –1 TP]<br>A character with a Lost Limb Trait has lost all of—or a<br>signifi cant portion of—one of his limbs through a birth defect<br>or an injury. The TP value of this Trait varies with the extent of<br>the damage, with a –1 or –2 TP Lost Limb refl ecting missing<br>fi ngers or toes, while a –3 to –4 Lost Limb refl ects a missing<br>foot or hand, and a –5 TP Lost Limb refl ects a missing leg or<br>arm. The Lost Limb Table outlines the game play eff ects of<br>these missing limbs.<br> A character may possess multiple Lost Limbs. However, any<br>hand that suff ers the loss of five fingers should be treated as<br>a missing hand.<br> The Implants/Prosthetics Trait technically opposes the Lost<br>Limb Trait. However, as most prosthetics are easily removable<br>at any time, a Lost Limb Trait is not truly cancelled out by a<br>Prosthetic Trait of equivalent type, unless the prosthetic<br>is classifi ed as a Type 6 (Cloned Replacement Limb) or is<br>otherwise permanent (such as a myomer implant).
